,_id,full_name,email,ssn,ip_address,gender_raw,date_of_birth_raw,zip_code,annual_income_raw,credit_history_months,debt_to_income,savings_balance,total_spend,alcohol_spend,gambling_spend,had_adult_entertainment_raw,loan_approved,interest_rate,approved_amount,rejection_reason,processing_timestamp
149,app_449,Lisa Roberts,lisa.roberts99@outlook.com,833-71-7935,172.23.144.234,Female,1968-11-09,90234,,86,0.07,27467,498,0,0,False,True,5.7,54000.0,,
150,app_255,Larry Ramirez,larry.ramirez85@mail.com,646-37-3934,192.168.14.184,Male,1991/08/05,10083,59000,32,0.07,13853,327,229,0,False,True,4.8,55000.0,,
151,app_365,Donald Ramirez,donald.ramirez2@protonmail.com,639-74-5472,192.168.85.102,M,1989-04-20,10043,79000,53,0.08,10899,763,0,0,False,True,2.6,29000.0,,
152,app_500,Gregory Robinson,gregory.robinson44@gmail.com,195-84-3232,192.168.9.203,M,1991-02-27,10048,86000,12,0.13,42908,451,0,0,False,True,5.2,38000.0,,
153,app_110,Mark Campbell,mark.campbell54@icloud.com,223-83-4934,192.168.251.236,Male,1962-07-07,10011,111000,112,0.07,58086,497,0,0,False,True,3.4,78000.0,,
154,app_335,Matthew Johnson,matthew.johnson43@protonmail.com,520-53-3058,10.184.100.56,Male,29/01/1977,10092,83000,75,0.16,57065,327,0,0,False,True,3.9,24000.0,,
155,app_490,Catherine King,catherine.king79@gmail.com,305-93-9799,172.29.194.13,Female,1987/04/13,90251,171000,74,0.26,45864,1231,0,0,False,False,,,algorithm_risk_score,
156,app_258,Laura Thompson,laura.thompson44@protonmail.com,112-40-9635,10.248.44.99,Female,1975-04-14,90273,71000,119,0.19,21151,1369,0,0,False,True,6.5,73000.0,,
157,app_262,Lisa Nelson,lisa.nelson41@protonmail.com,141-88-9385,172.31.49.104,F,1999-09-28,90264,46000,38,0.09,18075,760,0,0,False,False,,,algorithm_risk_score,
158,app_303,Catherine Smith,catherine.smith85@outlook.com,961-32-4455,192.168.65.3,Female,1998-03-12,90281,41000,67,0.41,9650,1280,0,0,False,False,,,algorithm_risk_score,
159,app_290,Stephanie Perez,stephanie.perez69@gmail.com,866-48-3726,172.25.130.219,Female,1990-01-06,90221,104000,39,0.27,-5000,599,0,0,False,True,4.3,49000.0,,
160,app_073,Susan Flores,susan.flores83@gmail.com,470-84-5617,10.4.117.75,Female,1985/02/02,90252,97000,60,0.08,30412,1029,0,0,False,True,4.8,51000.0,,
161,app_201,James Baker,james.baker60@yahoo.com,703-96-2898,10.138.254.4,Male,1996-12-31,10088,36000,27,0.11,11695,602,0,0,False,False,,,algorithm_risk_score,
162,app_156,Jessica Green,jessica.green86@gmail.com,801-19-4595,192.168.59.201,Female,1999-11-28,90239,25000,-3,0.21,13641,218,0,0,False,False,,,algorithm_risk_score,2024-01-15T00:00:00Z
163,app_193,Rachel King,rachel.king61@gmail.com,852-24-1787,10.39.214.38,Female,1984-08-02,90221,155000,9,0.08,30968,960,0,0,True,False,,,insufficient_credit_history,2024-01-15T00:00:00Z
164,app_294,Susan King,susan.king68@aol.com,678-39-1724,192.168.87.207,Female,1985-03-13,90298,120000,15,0.36,36582,484,0,0,False,False,,,high_dti_ratio,
165,app_226,Susan Flores,susan.flores95@mail.com,817-96-6416,192.168.196.9,Female,1982/04/18,90231,148000,61,0.17,66276,726,0,0,False,True,6.1,46000.0,,
166,app_033,Barbara Anderson,barbara.anderson27@hotmail.com,564-99-3399,192.168.114.161,Female,1993-12-10,30047,83000,73,0.1,27950,185,0,0,False,True,6.0,51000.0,,
167,app_429,Patricia Perez,patricia.perez24@gmail.com,292-99-2030,172.17.194.147,Female,1996/02/26,90286,77000,41,0.18,26023,498,0,0,False,False,,,algorithm_risk_score,
168,app_172,Rachel Sanchez,rachel.sanchez78@hotmail.com,557-61-9414,10.130.95.22,Female,1988-11-17,90213,64000,14,0.14,31122,809,0,0,False,False,,,algorithm_risk_score,2024-01-15T00:00:00Z
169,app_179,Paul Roberts,paul.roberts46@yahoo.com,880-83-3129,172.21.233.185,Male,12/07/1993,10092,85000,30,0.24,31966,1234,0,0,False,True,3.4,42000.0,,2026-03-15T00:00:00Z
170,app_283,Cynthia Johnson,cynthia.johnson21@protonmail.com,321-71-4810,10.23.78.49,F,1990-12-27,10055,70000,5,0.09,34596,648,0,0,False,False,,,algorithm_risk_score,
171,app_446,Ronald King,ronald.king78@protonmail.com,352-74-8563,192.168.40.222,Male,16/04/1998,10015,73000,19,0.31,47962,1549,0,0,False,True,3.4,20000.0,,
172,app_454,Sharon Jackson,sharon.jackson27@outlook.com,953-65-4954,172.28.143.211,Female,1980-04-05,90219,99000,74,0.18,32988,592,0,0,False,True,5.3,76000.0,,
173,app_027,Nicole Taylor,nicole.taylor83@icloud.com,518-58-6736,192.168.213.217,Female,1994-04-05,90214,75000,16,0.28,31461,576,0,0,False,False,,,insufficient_credit_history,
174,app_376,Brenda Young,brenda.young74@gmail.com,985-67-3351,172.22.235.81,Female,01/10/1968,90283,82000,96,0.2,33059,212,0,0,False,False,,,algorithm_risk_score,
175,app_083,Justin Walker,justin.walker56@gmail.com,423-24-4926,172.27.230.121,M,1989-11-04,10069,57000,40,0.23,29607,1126,0,0,False,False,,,algorithm_risk_score,
176,app_379,Alexander Scott,alexander.scott21@outlook.com,103-99-1167,10.179.246.181,Male,1987-10-23,10019,103000,31,0.42,44360,1129,0,0,False,False,,,algorithm_risk_score,
177,app_072,Kimberly Anderson,kimberly.anderson44@mail.com,534-80-4167,172.23.107.141,Female,1998-03-14,30044,65000,20,0.28,19076,388,0,0,False,False,,,insufficient_credit_history,
178,app_408,Raymond Garcia,raymond.garcia80@mail.com,774-49-4143,172.27.203.107,Male,1969-09-27,30022,74000,53,0.38,29820,748,0,0,False,True,4.8,37000.0,,
179,app_384,Joshua Walker,joshua.walker25@hotmail.com,556-25-7621,172.28.91.31,M,1997/02/27,10004,46000,3,0.06,9529,415,0,0,False,True,2.6,60000.0,,
180,app_070,Karen Rodriguez,karen.rodriguez76@yahoo.com,809-96-3820,172.22.141.14,Female,1980/09/02,90292,121000,59,0.43,24655,168,0,0,False,False,,,algorithm_risk_score,
181,app_299,Samuel Gonzalez,test.user.outlook.com,626-69-8549,172.29.212.150,Male,1972-08-28,10054,64000,58,0.18,23101,2172,0,0,False,False,,,algorithm_risk_score,
182,app_056,Kenneth Hall,kenneth.hall2@mail.com,195-78-2598,192.168.194.157,Male,1980-12-24,10069,99000,37,0.35,33129,940,0,0,False,False,,,algorithm_risk_score,
183,app_245,Jason Hernandez,jason.hernandez70@yahoo.com,352-47-5158,192.168.154.147,M,06/25/1994,10038,97000,30,0.26,26829,638,0,0,False,True,4.0,44000.0,,
184,app_489,Barbara Johnson,barbara.johnson68@gmail.com,413-10-2568,10.64.32.85,Female,1966-07-25,90284,47000,84,0.06,14947,1534,0,0,False,False,,,low_income,
185,app_230,Cynthia Flores,cynthia.flores14@outlook.com,726-19-5382,10.145.124.45,Female,1963-05-21,90291,63000,133,0.19,14427,867,0,0,False,True,5.3,71000.0,,
186,app_216,Jason Moore,jason.moore86@aol.com,308-39-2669,192.168.11.119,Male,1980-07-20,10020,111000,77,0.37,61470,440,0,0,False,True,5.8,42000.0,,
187,app_413,Anthony Jackson,,584-37-2562,172.20.164.12,Male,1986-10-21,10044,92000,30,0.3,41179,856,0,0,False,True,6.2,41000.0,,
188,app_252,Christine Torres,christine.torres96@yahoo.com,307-76-8036,10.121.126.37,F,2001-12-23,90270,31000,29,0.44,10534,1828,0,0,False,False,,,insufficient_credit_history,
189,app_347,Matthew Martinez,matthew.martinez83@outlook.com,365-28-4231,192.168.106.31,Male,1979-01-04,10094,80000,42,0.38,17742,65,0,0,False,True,6.3,38000.0,,
190,app_435,Joseph Robinson,joseph.robinson60@yahoo.com,681-82-8445,10.152.220.19,Male,1985-04-25,10077,89000,51,0.22,11727,663,0,0,False,True,5.6,51000.0,,
191,app_498,James Rivera,james.rivera25@gmail.com,942-34-6834,172.18.221.237,Male,1989-10-19,90276,86000,33,0.29,36901,270,0,0,False,False,,,algorithm_risk_score,
192,app_364,Sarah Jones,sarah.jones80@gmail.com,201-26-8876,192.168.154.187,F,1967-10-27,90270,69000,49,0.27,36070,401,0,0,False,True,6.2,27000.0,,
193,app_254,Dennis Torres,dennis.torres14@icloud.com,521-92-4764,10.120.100.163,Male,1981-09-28,10003,77000,31,0.4,29666,691,0,0,False,True,2.9,46000.0,,
194,app_106,Michael White,michael.white97@mail.com,285-12-3751,192.168.62.179,Male,1999-08-28,10043,44000,20,0.16,13124,636,0,0,False,False,,,algorithm_risk_score,
195,app_475,Dorothy Anderson,dorothy.anderson57@outlook.com,289-90-8282,192.168.143.36,Female,1982-06-29,90296,108000,43,0.36,24107,460,0,0,False,True,4.5,61000.0,,
196,app_117,Joshua Lee,joshua.lee75@aol.com,899-51-8077,10.112.253.70,Male,1981-06-20,10002,69000,109,0.21,22879,339,0,0,False,True,5.9,77000.0,,
197,app_474,Sharon Hall,sharon.hall52@mail.com,580-66-6265,172.22.85.37,F,1996-08-21,90242,40000,51,0.19,13712,146,0,0,False,False,,,algorithm_risk_score,
198,app_205,Anna Rodriguez,anna.rodriguez64@hotmail.com,676-49-1041,10.244.192.51,Female,1985-06-02,90267,66000,53,0.25,23205,1548,0,0,False,False,,,algorithm_risk_score,
199,app_477,Dennis White,dennis.white80@yahoo.com,586-69-8442,192.168.193.44,Male,1992-08-07,10096,82000,12,0.42,22805,683,0,0,False,False,,,algorithm_risk_score,
200,app_338,Stephanie Davis,stephanie.davis2@icloud.com,720-23-7583,192.168.65.96,Female,1983-10-26,90285,132000,82,0.14,42137,818,0,0,False,True,5.7,67000.0,,
201,app_430,Anna Mitchell,anna.mitchell67@gmail.com,510-73-7761,192.168.140.42,F,21/04/1979,10066,97000,28,0.19,17717,748,0,0,False,False,,,algorithm_risk_score,
202,app_330,Scott Brown,scott.brown39@hotmail.com,415-46-6409,192.168.147.254,Male,1980-09-19,10026,136000,1,0.28,35500,885,0,0,False,False,,,algorithm_risk_score,
203,app_398,Susan Nelson,susan.nelson67@protonmail.com,270-80-2724,172.31.197.62,Female,1969-12-10,90272,58000,92,0.14,20917,1547,0,0,False,False,,,algorithm_risk_score,
204,app_321,Susan Young,susan.young28@hotmail.com,395-66-6220,172.25.233.1,Female,11/06/1981,10081,74000,77,0.07,26411,61,0,0,False,False,,,algorithm_risk_score,
205,app_464,Christine Hill,christine.hill24@gmail.com,400-67-4126,172.21.190.120,Female,13/06/1993,90239,41000,28,0.33,22193,1175,0,0,False,False,,,high_dti_ratio,
206,app_427,Joseph Wilson,joseph.wilson4@mail.com,508-58-9304,10.236.75.112,Male,1983-12-10,90299,117000,80,0.27,39525,890,0,0,False,True,5.6,34000.0,,
207,app_019,Joshua King,joshua.king45@gmail.com,765-10-4403,192.168.10.121,M,17/05/1983,10086,130000,78,0.18,23420,1124,0,0,False,True,6.4,19000.0,,
208,app_126,Jerry Rodriguez,jerry.rodriguez40@protonmail.com,477-14-5888,192.168.199.162,Male,1988-08-02,10054,83000,48,0.39,33657,861,0,0,False,True,4.1,37000.0,,
209,app_424,Kevin Campbell,kevin.campbell22@gmail.com,671-88-1195,192.168.252.141,M,12/23/1983,10020,98000,30,0.12,13780,627,0,0,False,False,,,algorithm_risk_score,
210,app_354,Gregory Torres,gregory.torres94@outlook.com,365-48-6262,10.76.180.77,Male,1978-12-28,10066,89000,104,0.33,47231,1598,439,0,False,True,4.7,44000.0,,
211,app_060,Jacob Nguyen,jacob.nguyen66@hotmail.com,736-38-8515,192.168.170.43,Male,1998-03-25,10042,25000,11,0.07,12900,773,0,0,False,True,3.8,52000.0,,
212,app_340,Samantha Allen,samantha.allen89@protonmail.com,334-78-8984,172.26.145.134,F,1988-12-09,90238,107000,56,0.18,45341,1047,0,0,False,True,4.3,33000.0,,
213,app_353,Lisa Jones,lisa.jones93@outlook.com,195-45-8451,10.228.14.60,Female,1996-03-26,10069,73000,26,0.24,23924,836,0,0,False,False,,,algorithm_risk_score,
214,app_031,Frank Baker,frank.baker87@icloud.com,216-52-4471,172.28.35.177,Male,1973-05-05,90258,79000,83,0.36,17700,537,0,0,False,True,4.4,51000.0,,
215,app_332,Timothy Green,timothy.green52@hotmail.com,677-21-7073,10.114.65.83,M,1981/09/28,10025,119000,70,0.19,43950,810,0,0,False,True,6.3,52000.0,,
216,app_085,Barbara Brown,barbara.brown97@yahoo.com,435-96-5496,10.229.154.59,F,2000-01-12,90234,37000,5,0.15,18428,1398,0,0,False,False,,,insufficient_credit_history,
217,app_176,Steven Lee,steven.lee49@mail.com,952-58-1833,192.168.177.187,Male,1989-07-26,10058,91000,60,0.22,46039,300,0,0,False,True,4.9,35000.0,,2024-01-15T00:00:00Z
218,app_381,Patricia Adams,patricia.adams53@aol.com,498-99-6200,10.248.165.138,Female,1995/01/08,90209,82000,51,0.19,32404,289,0,0,False,False,,,algorithm_risk_score,
219,app_471,Nicholas Lewis,nicholas.lewis84@yahoo.com,352-53-7529,10.197.113.236,M,1979/12/26,10032,80000,61,0.08,9728,224,0,0,False,True,2.7,50000.0,,
220,app_236,Amy Torres,amy.torres56@yahoo.com,760-35-4986,10.4.65.185,Female,2002-04-24,90296,62000,4,0.25,25550,1300,0,0,False,True,6.2,23000.0,,
221,app_102,Edward Rivera,edward.rivera86@gmail.com,747-44-8460,192.168.182.247,M,1993/12/27,90279,76000,25,0.2,20000,320,0,0,False,True,3.2,22000.0,,
222,app_400,Mary Jackson,mary.jackson36@yahoo.com,760-50-5199,192.168.109.56,Female,2000-06-24,30034,48000,0,0.28,5953,181,0,0,False,True,4.7,27000.0,,
223,app_259,Debra Harris,debra.harris54@aol.com,397-87-5682,192.168.219.135,Female,1964-02-29,90260,94000,92,0.27,54425,549,0,0,False,True,6.0,44000.0,,
224,app_196,Rachel Hernandez,rachel.hernandez83@yahoo.com,798-57-4126,10.7.164.75,F,1995-04-17,90225,88000,19,0.26,12943,1952,0,0,False,True,6.4,47000.0,,2024-01-15T00:00:00Z
225,app_387,Kimberly Clark,kimberly.clark21@aol.com,461-84-7853,10.72.175.55,F,17/09/1986,90243,83000,46,0.41,17222,1948,757,0,False,True,5.4,23000.0,,
226,app_250,Mark Walker,mark.walker39@protonmail.com,165-64-6386,172.19.52.123,Male,04/25/1997,10048,68000,37,0.06,48618,430,0,0,False,True,5.6,33000.0,,
227,app_225,George Clark,george.clark56@mail.com,745-55-9936,10.159.91.211,Male,2001/01/03,30017,22000,0,0.28,3918,153,0,0,False,False,,,algorithm_risk_score,
228,app_067,Scott Wilson,scott.wilson54@gmail.com,760-63-1612,192.168.141.24,Male,1997-05-07,10031,39000,36,0.37,10486,186,0,0,False,True,4.3,56000.0,,
229,app_337,Michelle Garcia,michelle.garcia72@protonmail.com,884-71-2102,10.253.246.138,Female,07/26/1993,90237,100000,60,0.41,56840,312,0,0,False,True,5.7,45000.0,,
230,app_081,Kimberly Rodriguez,kimberly.rodriguez29@hotmail.com,560-36-1890,192.168.181.17,Female,1993/06/16,10053,41000,8,0.32,13208,519,0,0,False,False,,,high_dti_ratio,
231,app_434,Edward Flores,edward.flores2@icloud.com,565-99-4837,192.168.194.45,Male,1999-10-08,10050,35000,0,0.27,14397,644,0,0,False,False,,,algorithm_risk_score,
232,app_397,Kimberly Jackson,kimberly.jackson7@aol.com,490-86-7662,172.27.220.170,Female,1980/12/21,90295,133000,113,0.35,39164,730,0,0,False,True,3.0,63000.0,,
233,app_050,Amanda Brown,amanda.brown92@yahoo.com,695-46-5371,172.30.31.249,Female,1994-05-06,90267,30000,49,0.06,9588,519,0,0,False,True,2.5,48000.0,,
234,app_220,Anthony Johnson,anthony.johnson10@yahoo.com,795-39-2227,192.168.31.81,Male,1987-11-21,10034,121000,48,0.17,18326,484,0,0,False,False,,,algorithm_risk_score,
235,app_171,Amy Rivera,amy.rivera53@mail.com,361-95-9120,172.19.104.23,Female,08/05/1996,90252,104000,47,0.32,16227,461,0,0,False,True,6.2,78000.0,,2024-01-15T00:00:00Z
236,app_017,Nicole Allen,nicole.allen46@outlook.com,974-39-2580,192.168.15.187,Female,1995-02-11,90282,109000,60,0.15,40059,996,0,125,False,True,6.1,55000.0,,
237,app_304,Pamela Nelson,pamela.nelson7@aol.com,117-67-6540,10.224.21.213,Female,1981-08-06,90208,106000,69,0.2,51392,62,0,0,False,False,,,algorithm_risk_score,
238,app_462,Debra Gonzalez,debra.gonzalez91@protonmail.com,364-67-3550,172.31.18.200,F,17/02/1966,90278,91000,78,0.18,25979,1372,0,0,False,True,2.8,60000.0,,
239,app_103,Debra Torres,debra.torres21@yahoo.com,607-72-9550,172.30.61.68,F,1977-02-19,10085,148000,56,0.25,61857,693,0,0,False,True,4.3,48000.0,,
240,app_090,Amanda Perez,amanda.perez24@icloud.com,757-82-3322,192.168.29.216,F,1991-05-25,90297,46000,41,0.05,25176,1610,0,0,False,True,4.4,67000.0,,
241,app_094,Kenneth Scott,kenneth.scott82@outlook.com,693-48-2032,10.175.210.27,M,1986-11-03,10092,111000,44,0.43,47525,1894,0,0,False,True,4.3,28000.0,,
242,app_343,Susan Moore,susan.moore71@protonmail.com,507-29-9393,192.168.113.193,Female,1979/05/02,90275,96000,26,0.18,33687,257,0,0,False,False,,,insufficient_credit_history,
243,app_334,Raymond Martinez,raymond.martinez88@hotmail.com,251-97-3004,172.27.74.105,Male,01/12/1979,10004,83000,29,0.1,42204,794,0,0,False,True,4.4,57000.0,,
244,app_403,William Davis,william.davis38@yahoo.com,636-51-1389,192.168.227.127,Male,1977-01-19,10054,138000,96,0.09,55499,291,0,0,False,False,,,algorithm_risk_score,
245,app_447,Jerry Nguyen,jerry.nguyen71@aol.com,799-19-9143,172.23.251.177,Male,1964/02/22,10071,77000,48,0.19,28600,139,0,0,False,True,6.2,22000.0,,
246,app_291,Dennis Rivera,dennis.rivera40@icloud.com,786-56-7935,10.35.42.14,Male,1990-05-29,10070,79000,44,0.41,19247,684,0,0,False,True,4.3,67000.0,,
247,app_219,Shirley Davis,shirley.davis94@yahoo.com,994-53-6088,10.71.231.137,Female,05/11/1983,90225,99000,28,0.09,66409,423,0,0,False,False,,,insufficient_credit_history,
248,app_478,Christine Young,christine.young13@hotmail.com,558-88-5577,192.168.174.101,Female,1994-06-30,90294,74000,21,0.28,21504,624,0,0,False,True,2.9,52000.0,,
249,app_125,Sharon Martinez,sharon.martinez70@hotmail.com,513-27-3988,10.188.66.157,Female,1988-06-25,90203,77000,72,0.36,30414,385,0,0,False,False,,,algorithm_risk_score,
250,app_242,Raymond Davis,raymond.davis31@outlook.com,493-70-3412,172.26.163.12,Male,1993-01-11,90273,51000,84,0.42,28348,1177,0,0,False,False,,,algorithm_risk_score,
251,app_423,Charles Hill,charles.hill58@outlook.com,697-56-2746,192.168.76.175,M,1992-08-16,10026,103000,66,0.28,40301,768,0,0,False,True,3.6,41000.0,,
252,app_438,Ryan Jones,ryan.jones94@protonmail.com,585-89-1335,192.168.173.123,Male,1995-12-19,10090,38000,35,0.22,7228,1493,0,0,False,False,,,algorithm_risk_score,
253,app_077,Deborah Campbell,deborah.campbell7@icloud.com,199-17-5138,172.19.144.24,Female,1994-01-07,90275,86000,27,0.15,41449,878,0,0,False,False,,,algorithm_risk_score,
254,app_194,Ashley Allen,ashley.allen44@protonmail.com,811-74-5906,10.92.26.69,Female,1992-03-16,90223,80000,3,0.09,32385,224,0,0,False,False,,,algorithm_risk_score,2024-01-15T00:00:00Z
255,app_004,Karen Nelson,karen.nelson35@outlook.com,486-50-5539,172.31.79.76,F,02/28/1995,90217,69000,9,0.41,10327,1139,0,0,False,False,,,high_dti_ratio,
256,app_189,Christopher Anderson,christopher.anderson49@protonmail.com,538-69-7345,10.238.76.188,Male,1966-05-31,90255,95000,71,0.06,41414,761,0,0,False,True,5.5,39000.0,,2024-01-15T00:00:00Z
257,app_357,Rebecca Wright,rebecca.wright9@mail.com,293-82-3507,10.172.238.52,F,1992-09-28,30007,76000,3,0.09,33537,889,0,0,False,False,,,insufficient_credit_history,
258,app_281,Timothy Davis,timothy.davis7@outlook.com,971-87-5125,172.17.250.191,M,1988-09-06,10071,99000,26,0.29,39634,527,0,0,False,True,5.9,47000.0,,
259,app_034,Larry Williams,larry.williams47@protonmail.com,142-17-2501,172.20.137.145,Male,1985/05/15,10013,88000,53,0.36,38528,358,0,0,False,True,4.0,68000.0,,
260,app_451,Gary Gonzalez,gary.gonzalez21@icloud.com,237-86-8164,192.168.184.20,Male,1981-07-13,10020,101000,49,0.12,24958,733,0,0,False,True,3.1,40000.0,,
261,app_011,Linda Martin,linda.martin88@hotmail.com,471-84-3299,10.244.191.172,Female,1992-12-30,90205,89000,5,0.31,24246,857,0,0,False,False,,,algorithm_risk_score,
262,app_469,Sandra Garcia,sandra.garcia94@protonmail.com,470-66-7883,192.168.232.123,Female,1997/03/01,90218,47000,11,0.38,21972,673,0,0,False,False,,,algorithm_risk_score,
263,app_248,Susan Clark,susan.clark76@outlook.com,759-56-5500,10.196.31.120,F,1963-12-07,90258,84000,111,0.2,41525,620,0,0,False,False,,,algorithm_risk_score,
264,app_311,Anna Jones,anna.jones21@gmail.com,439-27-7275,172.18.235.175,Female,2001-10-02,90234,85432.789123,22,0.43,11285,1001,0,0,False,True,4.2,44000.0,,
265,app_362,Michelle Anderson,michelle.anderson65@gmail.com,756-79-8536,192.168.124.18,F,2000-12-24,90279,70000,18,0.1,35720,479,0,0,False,False,,,algorithm_risk_score,
266,app_445,Sarah Adams,sarah.adams85@hotmail.com,325-39-8274,192.168.193.100,Female,1958-09-21,90219,86000,71,0.14,17179,862,0,0,False,True,3.1,79000.0,,
267,app_211,Barbara Martin,barbara.martin84@mail.com,112-31-7412,172.28.207.224,F,1988-08-19,90222,112000,75,0.08,62775,136,0,0,False,False,,,algorithm_risk_score,
268,app_118,Dorothy Perez,dorothy.perez34@gmail.com,132-21-8550,192.168.87.39,F,1959-01-01,30038,110000,87,0.34,47222,963,0,0,False,False,,,algorithm_risk_score,
269,app_496,Rachel Miller,rachel.miller69@protonmail.com,953-69-6408,10.194.95.93,Female,1979-11-12,90211,87000,40,0.31,23949,175,0,0,False,True,6.2,25000.0,,
270,app_282,Lisa Baker,lisa.baker23@mail.com,377-29-6956,192.168.209.25,Female,1978-03-07,30017,118000,66,0.07,32286,399,0,0,False,False,,,algorithm_risk_score,
271,app_300,Ashley Scott,ashley.scott88@mail.com,638-10-7462,192.168.4.136,Female,11/06/1990,10094,75000,0,0.39,40180,1199,0,0,False,True,3.5,36000.0,,
272,app_253,Barbara Allen,barbara.allen1@mail.com,497-28-5851,172.30.65.21,Female,1970-08-11,90241,93000,91,0.29,27309,223,0,0,False,False,,,algorithm_risk_score,
273,app_393,Brandon Clark,brandon.clark68@mail.com,644-43-8722,172.27.210.50,Male,08/08/1997,10048,58000,21,0.14,10886,2061,0,0,False,False,,,insufficient_credit_history,
274,app_292,Paul Rivera,paul.rivera53@hotmail.com,220-19-6890,10.5.165.220,Male,23/03/1984,10002,105000,125,0.24,63682,529,0,0,False,True,5.5,53000.0,,
275,app_120,Carolyn Martin,,,,Female,,90240,103000,96,0.45,26517,1398,0,0,False,False,,,algorithm_risk_score,
276,app_068,Emily Lopez,john.doe@invalid,641-36-7605,172.19.231.218,Female,1993-09-05,90282,75000,30,0.31,40791,765,0,0,False,True,4.9,20000.0,,
277,app_157,Brenda Brown,brenda.brown63@gmail.com,237-95-4979,192.168.249.111,F,30/12/1982,10015,110000,34,0.11,38281,1033,0,646,False,True,5.9,51000.0,,2024-01-15T00:00:00Z
278,app_158,Maria Harris,maria.harris38@outlook.com,456-33-1025,172.29.126.102,Female,1994-12-08,90286,74000,31,0.38,27666,2266,0,0,False,False,,,algorithm_risk_score,2024-01-15T00:00:00Z
279,app_409,Jennifer Anderson,jennifer.anderson21@icloud.com,841-30-7960,192.168.11.106,Female,1988-03-18,90292,100000,70,0.18,15473,577,0,0,False,True,2.8,20000.0,,
280,app_150,Barbara Smith,barbara.smith46@aol.com,740-83-3254,172.19.176.111,Female,10/08/1980,90208,106000,49,0.25,38059,858,0,0,False,True,3.0,38000.0,,2024-01-15T00:00:00Z
281,app_213,Matthew Sanchez,matthew.sanchez19@gmail.com,159-79-2670,172.22.75.182,Male,1999-09-23,10071,54000,31,0.13,17081,522,0,0,False,True,5.1,56000.0,,
282,app_361,Steven Harris,steven.harris82@yahoo.com,243-47-6228,172.29.158.152,Male,1985-10-03,10013,140000,19,0.2,54813,753,0,0,False,False,,,algorithm_risk_score,
283,app_040,Samuel Carter,samuel.carter11@yahoo.com,692-44-9305,172.23.184.53,Male,1983-05-05,10015,90000,51,0.19,28995,499,0,0,False,False,,,algorithm_risk_score,
284,app_003,Lisa Gonzalez,lisa.gonzalez51@yahoo.com,833-33-5929,172.21.35.195,Female,1982-08-24,90213,65000,74,0.43,7090,450,0,0,False,True,3.4,76000.0,,
285,app_433,Karen Johnson,karen.johnson38@gmail.com,112-79-4713,10.114.154.164,F,15/09/1991,10010,67000,28,0.14,26113,530,0,0,False,True,4.4,78000.0,,
286,app_301,Susan Baker,susan.baker33@protonmail.com,462-23-1465,10.59.198.228,Female,1981-03-18,90226,65000,50,0.1,28502,1008,0,0,False,False,,,algorithm_risk_score,
287,app_153,Rachel Anderson,rachel.anderson41@aol.com,156-84-7704,192.168.15.193,Female,1979/01/24,90222,76000,56,0.36,11446,377,0,0,False,True,6.4,33000.0,,2024-01-15T00:00:00Z
288,app_363,Patrick Allen,patrick.allen34@outlook.com,213-45-1895,10.86.16.115,Male,1961-07-23,10039,86000,74,0.11,28378,653,0,0,False,True,6.2,37000.0,,
289,app_459,Scott Hall,scott.hall36@protonmail.com,322-10-9593,172.21.73.194,Male,25/05/1962,10004,114000,99,0.22,47221,237,0,0,False,True,4.5,52000.0,,
290,app_265,Samuel Harris,samuel.harris82@mail.com,684-68-7381,10.168.180.97,Male,1964-01-10,10044,57000,67,0.14,12651,491,0,0,False,False,,,algorithm_risk_score,
291,app_243,Kimberly Taylor,kimberly.taylor23@yahoo.com,154-17-2958,10.147.50.59,Female,1981-12-25,90293,113000,34,0.15,36980,89,0,0,False,False,,,algorithm_risk_score,
292,app_399,Dorothy Johnson,dorothy.johnson63@protonmail.com,846-62-4839,172.28.231.164,Female,1983-09-17,10083,112000,116,0.31,34612,630,0,0,False,True,4.5,50000.0,,
293,app_326,Jack Wilson,jack.wilson33@outlook.com,614-96-3065,172.23.51.88,Male,1985-06-28,10075,42000,2,0.4,12444,2275,0,0,False,True,3.7,47000.0,,
294,app_047,Katherine Lopez,katherine.lopez10@mail.com,241-14-6672,192.168.202.60,Female,1987-08-11,90280,101000,0,0.16,39861,147,0,0,False,True,5.6,32000.0,,
295,app_155,Anthony Sanchez,anthony.sanchez56@protonmail.com,842-52-1461,10.29.9.21,Male,1977-05-03,90206,100000,102,0.05,44295,551,0,0,False,True,4.2,61000.0,,2024-01-15T00:00:00Z
296,app_467,Katherine Scott,katherine.scott80@yahoo.com,570-62-1571,172.18.240.4,F,1960-08-20,90204,75000,120,0.18,35398,1477,0,0,False,True,5.1,78000.0,,
297,app_268,Larry Williams,,,,,1971-05-14,10005,112000,102,0.07,54823,1018,0,751,False,True,3.4,41000.0,,
298,app_377,Anna White,,617-17-3415,192.168.111.167,Female,1990-09-26,90237,116000,9,0.19,48943,566,0,0,False,True,4.5,40000.0,,
299,app_331,Eric Garcia,eric.garcia25@aol.com,402-58-5593,10.249.192.226,Male,1974-04-06,10083,88000,64,0.29,27261,531,0,0,False,False,,,algorithm_risk_score,
300,app_231,Jerry Nguyen,jerry.nguyen45@yahoo.com,821-93-7079,172.28.235.138,M,1994-12-28,10074,78000,40,0.33,31025,572,0,0,False,True,6.0,62000.0,,
